0,1,2,3,4,5,6,7,8,9,10,11,12,y
1.069328,-0.487722,1.015999,-0.272599,1.600725,-0.613507,0.996589,-0.902936,1.661245,1.530926,0.806576,-1.273554,23.79,-11.732806
-0.408113,2.945843,-1.346273,-0.272599,-1.224009,-0.496685,-1.745132,3.228069,-0.637962,-0.440915,1.638828,0.212335,5.57,-1.932806
-0.410385,-0.487722,0.247057,-0.272599,-1.016689,-0.206055,-0.809889,0.140451,-0.523001,-0.060801,0.113032,0.332066,10.27,-1.732806
4.042606,-0.487722,1.015999,-0.272599,1.194724,-1.184795,1.117494,-1.095936,1.661245,1.530926,0.806576,0.441052,30.59,-17.532806
-0.404272,-0.487722,-0.375976,-0.272599,-0.299707,-0.167589,0.761889,-0.653177,-0.523001,-0.143951,1.13023,0.394892,12.33,-2.432806
-0.416433,3.589637,-1.233923,-0.272599,-1.19723,2.234386,-1.257952,0.628893,-0.637962,-1.094237,-1.736418,0.395879,3.81,25.967194
1.426838,-0.487722,1.015999,-0.272599,1.00468,0.370932,1.08549,-1.081865,1.661245,1.530926,0.806576,0.441052,21.08,-11.632806
-0.399178,-0.487722,2.422565,-0.272599,0.469104,-1.240357,1.057042,-0.969583,-0.637962,1.798194,0.76034,-0.138414,23.97,-15.532806
-0.405603,0.048772,-0.73929,-0.272599,-1.258562,-0.569343,-1.265064,1.284902,-0.637962,-0.375583,0.205505,0.441052,8.79,-1.632806
0.441097,-0.487722,1.015999,-0.272599,0.365444,-0.951151,1.042817,-1.112527,1.661245,1.530926,0.806576,-0.460876,26.4,-5.332806
-0.416388,2.945843,-1.09385,-0.272599,-1.405414,-0.582165,-1.759356,2.579,-0.982843,-0.553762,-0.950402,0.422193,9.25,-1.632806
0.92684,-0.487722,1.015999,-0.272599,1.255192,-1.778878,1.010813,-0.962643,1.661245,1.530926,0.806576,0.441052,25.68,-12.832806
-0.390064,-0.487722,-0.180458,-0.272599,-0.092387,-0.37274,0.776113,-0.45685,-0.637962,-0.619094,-0.025677,0.434473,11.72,-3.132806
-0.368393,-0.487722,-0.720322,3.668398,-0.412006,0.628795,-0.073785,-0.068046,-0.17812,-0.601276,-0.488039,0.03866,8.05,6.467194
0.139486,-0.487722,1.015999,-0.272599,1.36749,0.593179,0.761889,-0.569275,1.661245,1.530926,0.806576,-1.112269,16.42,-6.132806
-0.380824,-0.487722,-0.548149,-0.272599,-0.532942,0.185727,-1.012584,0.440219,-0.523001,-0.720062,0.529158,0.441052,6.12,2.467194
-0.417172,0.714026,0.569516,-0.272599,-0.783454,-0.104904,-1.410862,-0.06139,-0.637962,-0.82103,-0.118149,0.434802,6.21,2.467194
-0.379516,-0.487722,1.568995,-0.272599,0.598679,0.241288,1.060598,-0.924708,-0.637962,0.170831,1.268938,0.410132,14.59,-5.432806
-0.412346,-0.487722,-1.034027,-0.272599,-0.386091,-0.377014,-0.760104,-0.114156,-0.523001,-0.666608,-0.857929,0.400813,10.11,0.667194
2.598274,-0.487722,1.015999,-0.272599,1.073787,-1.397069,0.729884,-1.020876,1.661245,1.530926,0.806576,-2.514281,26.64,-12.132806
-0.281691,-0.487722,1.568995,-0.272599,0.598679,0.058932,1.035705,-0.724483,-0.637962,0.170831,1.268938,0.441052,12.26,-2.932806
-0.413346,-0.487722,-0.984418,-0.272599,-0.973497,-0.550822,-0.578745,2.005372,-0.752922,-0.334008,0.159268,0.087013,12.67,-5.332806
0.109664,-0.487722,1.015999,-0.272599,1.410682,-3.880249,0.687212,-1.037181,1.661245,1.530926,0.806576,-0.021644,7.12,4.967194
-0.351851,-0.487722,1.568995,-0.272599,0.598679,0.124466,1.042817,-0.697672,-0.637962,0.170831,1.268938,0.318909,11.12,0.467194
0.653875,-0.487722,1.015999,-0.272599,0.659147,-0.097781,1.117494,-1.248292,1.661245,1.530926,0.806576,0.103898,9.53,27.467194
1.768579,-0.487722,1.015999,-0.272599,0.365444,-2.360139,1.117494,-1.06537,1.661245,1.530926,0.806576,-3.595038,34.37,-4.632806
1.257678,-0.487722,1.015999,-0.272599,1.600725,0.251261,0.879239,-0.852072,1.661245,1.530926,0.806576,-3.609292,18.05,-12.932806
1.214608,-0.487722,1.015999,-0.272599,0.365444,0.530494,1.117494,-1.07792,1.661245,1.530926,0.806576,-3.526401,21.22,-5.332806
-0.41448,-0.487722,-0.969827,-0.272599,-0.913029,-0.384137,-0.834781,0.300508,-0.752922,-0.957633,0.02056,0.431074,12.86,-0.032806
-0.409448,-0.487722,0.247057,-0.272599,-1.016689,0.001946,-0.838337,0.336351,-0.523001,-0.060801,0.113032,0.291169,8.94,-1.132806
1.327804,-0.487722,1.015999,-0.272599,0.512296,-1.397069,1.021481,-0.805438,1.661245,1.530926,0.806576,-0.078878,24.91,-10.532806
-0.347506,-0.487722,-0.437258,-0.272599,-0.144217,-0.642,-0.42939,0.334449,-0.637962,-0.601276,1.176466,0.427018,8.47,-2.632806
-0.416484,1.014463,-0.740749,-0.272599,-1.008914,-0.361342,-1.610001,1.352738,-0.982843,-0.619094,-0.71922,0.061137,7.83,-3.132806
0.399963,-0.487722,1.015999,-0.272599,0.512296,-0.258767,0.587642,-0.842945,1.661245,1.530926,0.806576,-3.883072,23.29,-9.132806
-0.336054,-0.487722,-0.437258,-0.272599,-0.144217,-0.794439,0.032897,0.000693,-0.637962,-0.601276,1.176466,0.375814,11.28,-4.332806
-0.39819,-0.487722,-0.548149,-0.272599,-0.532942,0.208521,-1.915822,0.770506,-0.523001,-0.720062,0.529158,0.405747,5.08,2.067194
-0.415908,-0.487722,-0.867691,-0.272599,-0.342899,-0.352794,-1.211723,1.041181,-0.523001,-1.094237,0.806576,0.441052,8.01,-1.432806
-0.418126,3.160441,-1.516987,-0.272599,-1.249924,0.140137,-1.16905,2.563455,-0.867883,-0.56564,-0.534275,0.441052,5.77,2.167194
1.345702,-0.487722,1.015999,-0.272599,1.600725,-0.188959,1.117494,-0.894095,1.661245,1.530926,0.806576,-3.808514,26.45,-13.832806
1.259714,-0.487722,1.015999,-0.272599,0.365444,0.808302,1.117494,-1.107393,1.661245,1.530926,0.806576,-1.944135,19.78,4.967194
-0.416167,-0.487722,-0.867691,-0.272599,-0.342899,0.036137,-1.069481,1.266078,-0.523001,-1.094237,0.806576,0.358819,6.75,-1.832806
-0.412502,-0.487722,-1.266023,-0.272599,-0.576134,-0.200356,-0.226695,-0.569085,-0.752922,-1.278354,-0.303094,0.441052,9.45,13.667194
-0.372527,-0.487722,-0.720322,-0.272599,-0.437921,1.251371,0.402727,-0.275402,-0.17812,-0.601276,-0.488039,0.168917,6.36,9.067194
1.19863,-0.487722,1.015999,-0.272599,1.36749,-0.109178,0.939692,-0.747681,1.661245,1.530926,0.806576,-2.807359,15.17,-10.832806
-0.412851,-0.487722,-1.266023,-0.272599,-0.576134,2.109016,0.523633,-0.501059,-0.752922,-1.278354,-0.303094,0.42636,7.56,17.267194
-0.322701,-0.487722,-0.437258,-0.272599,-0.144217,-0.976795,0.608978,0.313533,-0.637962,-0.601276,1.176466,-0.583896,16.51,-8.632806
-0.400349,-0.487722,-0.211099,-0.272599,0.261784,-0.822932,-0.518292,-0.671859,-0.408041,-0.102376,0.344213,0.441052,12.01,-0.732806
-0.410924,0.799865,-0.905627,-0.272599,-1.094434,0.279754,-1.780692,1.138441,-0.408041,-0.642851,-0.857929,0.249285,6.36,1.167194
-0.396535,0.456508,-0.769931,-0.272599,-1.068519,-0.985343,0.281821,1.977468,-0.293081,-0.464673,0.297977,0.173412,12.5,-4.932806
-0.40419,0.456508,-0.769931,-0.272599,-1.068519,0.288302,-1.976275,1.712117,-0.293081,-0.464673,0.297977,0.434254,5.9,1.867194
8.136884,-0.487722,1.015999,-0.272599,1.073787,-0.466767,1.117494,-0.947146,1.661245,1.530926,0.806576,-3.730338,20.62,-13.732806
-0.402947,-0.487722,-0.164408,-0.272599,-0.066472,-0.375589,0.498741,-0.498017,-0.408041,0.141134,-0.303094,0.414847,10.3,-3.332806
-0.404051,-0.487722,-0.616727,-0.272599,-0.921667,-0.16474,-2.203863,0.915493,-0.752922,-1.040783,-0.256858,0.292704,5.81,2.767194
-0.379654,-0.487722,-0.548149,-0.272599,-0.532942,-0.347096,-0.66409,0.440219,-0.523001,-0.720062,0.529158,0.441052,7.7,-2.132806
-0.418341,3.160441,-1.019436,-0.272599,-1.085795,0.329617,-1.453535,2.253372,-0.637962,-0.339948,-0.256858,0.392041,6.36,0.567194
-0.409924,-0.487722,-1.266023,-0.272599,-0.576134,1.239974,0.840122,-0.520264,-0.752922,-1.278354,-0.303094,0.410571,4.82,15.367194
-0.009137,-0.487722,1.231945,3.668398,2.732346,-0.188959,0.498741,-0.974289,-0.523001,-0.031105,-1.736418,-2.945729,15.02,-6.932806
-0.416354,0.370669,-1.139082,-0.272599,-0.965723,2.187372,-0.144906,0.427669,-0.523001,-1.141751,-1.643945,0.335904,3.76,22.867194
-0.37544,-0.487722,2.117615,-0.272599,0.227231,-0.95685,0.961028,-0.968728,-0.867883,-1.308051,0.297977,0.028682,27.26,-6.832806
-0.412692,-0.487722,-1.152214,-0.272599,-0.818007,0.068904,-1.826921,0.674814,-0.637962,0.129256,-0.71922,0.203235,7.34,0.067194
-0.262864,-0.487722,-0.437258,-0.272599,-0.144217,-0.302931,1.117494,0.18062,-0.637962,-0.601276,1.176466,0.219901,13.04,-8.032806
-0.394669,-0.487722,-0.164408,-0.272599,-0.066472,-0.274438,0.953916,-0.592806,-0.408041,0.141134,-0.303094,0.441052,17.09,-3.832806
-0.149253,-0.487722,1.231945,-0.272599,2.732346,-1.565179,0.897019,-1.076922,-0.523001,-0.031105,-1.736418,0.003464,28.32,-4.732806
0.329398,-0.487722,1.015999,-0.272599,0.253146,0.199973,0.221368,-0.758044,1.661245,1.530926,0.806576,-2.836743,12.03,-6.432806
-0.41667,-0.487722,-0.867691,-0.272599,-0.342899,-0.321452,-1.112153,0.483525,-0.523001,-1.094237,0.806576,0.432719,8.51,-1.932806
-0.418851,3.804234,-1.43236,-0.272599,-1.241285,0.757015,-0.99836,2.153307,-0.523001,-0.90418,-1.551473,0.397194,3.95,9.067194
-0.418843,2.087452,-1.197446,-0.272599,-1.327669,0.454987,-1.770024,1.15256,-0.982843,-0.850726,-1.320292,0.219572,4.38,6.567194
-0.333207,-0.487722,-0.437258,-0.272599,-0.144217,-0.513781,0.907687,0.287388,-0.637962,-0.601276,1.176466,0.412874,16.3,-6.932806
-0.329258,-0.487722,-0.437258,-0.272599,-0.144217,-0.419753,0.466736,0.220028,-0.637962,-0.601276,1.176466,0.329764,14.67,-5.032806
-0.412993,2.516647,-1.298123,-0.272599,-1.336307,0.086,-1.723795,1.917048,-0.523001,-0.298373,-1.690182,0.126813,4.97,-0.032806
-0.415421,2.945843,-1.133246,-0.272599,-1.353584,-0.708959,-1.332629,1.338857,-0.637962,-0.423098,-1.08911,0.441052,10.24,-3.132806
-0.376787,-0.487722,-0.07978,3.668398,-0.567496,-1.254603,0.712104,-0.061818,-0.637962,-0.779455,0.066796,0.422851,23.98,-3.232806
4.41237,-0.487722,1.015999,-0.272599,1.194724,-1.073672,0.59831,-1.039938,1.661245,1.530926,0.806576,-0.298384,27.38,-14.032806
-0.41552,0.714026,0.569516,-0.272599,-0.783454,-0.050767,0.31027,-0.085587,-0.637962,-0.82103,-0.118149,0.441052,10.59,-1.932806
-0.255983,-0.487722,1.231945,3.668398,2.732346,-0.221726,0.975252,-0.972435,-0.523001,-0.031105,-1.736418,-0.390924,15.12,-5.532806
0.711117,-0.487722,1.015999,-0.272599,1.600725,0.172905,1.017925,-0.822361,1.661245,1.530926,0.806576,0.321102,19.52,-5.432806
-0.305491,-0.487722,-0.437258,-0.272599,-0.144217,-0.671918,1.117494,0.142686,-0.637962,-0.601276,1.176466,0.415176,19.88,-8.032806
-0.359197,-0.487722,-0.720322,-0.272599,-0.437921,3.476688,0.512965,-0.428138,-0.17812,-0.601276,-0.488039,0.277683,4.63,27.467194
0.22897,-0.487722,1.015999,-0.272599,1.36749,0.215644,0.687212,-0.703186,1.661245,1.530926,0.806576,-2.812183,16.22,-8.232806
0.734469,-0.487722,1.015999,-0.272599,1.600725,-0.047918,0.996589,-0.759185,1.661245,1.530926,0.806576,0.349171,16.44,-9.932806
-0.417044,-0.487722,-1.306878,-0.272599,-0.835284,0.207096,-0.351157,1.077737,-0.752922,-1.106115,0.113032,0.410571,5.21,6.167194
-0.405205,-0.487722,-0.164408,-0.272599,-0.066472,-0.154767,0.139579,-0.506241,-0.408041,0.141134,-0.303094,0.40158,12.04,-1.332806
-0.400569,-0.487722,-0.616727,-0.272599,-0.921667,-0.858548,-1.236615,0.620527,-0.752922,-1.040783,-0.256858,0.441052,10.21,-3.232806
-0.297868,-0.487722,-0.437258,-0.272599,-0.144217,-0.49811,-1.396638,0.334449,-0.637962,-0.601276,1.176466,0.33086,6.58,0.567194
1.392077,-0.487722,1.015999,-0.272599,0.218592,-0.510932,0.086238,-0.421483,1.661245,1.530926,0.806576,0.132296,18.13,-3.432806
0.10804,-0.487722,1.015999,-0.272599,1.859875,0.161507,0.690768,-0.606972,1.661245,1.530926,0.806576,0.196108,7.79,2.467194
-0.41675,-0.487722,-1.306878,-0.272599,-0.835284,1.016303,-0.809889,1.077737,-0.752922,-1.106115,0.113032,0.416163,2.94,10.867194
7.483646,-0.487722,1.015999,-0.272599,1.194724,-0.857124,1.117494,-1.126455,1.661245,1.530926,0.806576,0.310247,22.98,-17.532806
-0.41348,-0.487722,-1.266023,-0.272599,-0.576134,-0.187534,0.008005,-0.244978,-0.752922,-1.278354,-0.303094,0.333711,13.15,7.067194
-0.403141,0.585267,-0.876445,-0.272599,-0.878475,-0.774493,-0.084453,1.630686,-0.17812,-0.73788,0.575395,0.421426,13.15,-3.832806
-0.407957,-0.487722,-0.375976,-0.272599,-0.299707,-0.127698,-0.504068,-0.483566,-0.523001,-0.143951,1.13023,0.403663,13,-0.832806
-0.399385,-0.487722,-0.548149,-0.272599,-0.532942,0.130165,-0.507624,0.35432,-0.523001,-0.720062,0.529158,0.441052,6.87,0.567194
-0.331885,0.370669,-1.0457,-0.272599,0.797361,-1.032357,-0.205359,-0.859725,-0.523001,-0.856665,-2.522434,0.391712,10.45,0.267194
-0.303859,-0.487722,-0.437258,-0.272599,-0.144217,0.554713,0.665875,0.211044,-0.637962,-0.601276,1.176466,0.258276,11.98,-1.532806
-0.359987,0.370669,-1.0457,-0.272599,0.797361,3.010825,0.81523,-0.716164,-0.523001,-0.856665,-2.522434,0.33097,5.91,26.267194
0.77033,-0.487722,1.015999,-0.272599,0.512296,-0.141945,1.000145,-0.772257,1.661245,1.530926,0.806576,0.252465,18.03,-7.932806
-0.342325,-0.487722,-0.437258,-0.272599,-0.144217,-0.671918,0.772557,0.421632,-0.637962,-0.601276,1.176466,0.221545,14.81,-5.932806
-0.403696,0.048772,-0.476654,-0.272599,-0.265154,-0.160466,0.978808,1.024638,-0.523001,-0.577519,-1.505237,0.441052,19.15,4.567194
-0.407563,-0.487722,2.422565,-0.272599,0.469104,-0.429726,0.530745,-0.801065,-0.637962,1.798194,0.76034,0.441052,13.35,-2.432806
-0.405619,-0.487722,-0.375976,-0.272599,-0.299707,0.269781,1.014369,-0.647521,-0.523001,-0.143951,1.13023,0.422851,12.27,-2.732806
-0.411191,-0.487722,-0.75534,-0.272599,-0.481112,-0.619206,-0.962799,0.066151,-0.523001,-0.767576,0.344213,0.441052,8.77,-1.532806
-0.278125,-0.487722,1.231945,-0.272599,0.434551,0.937946,1.025037,-0.911636,-0.523001,-0.031105,-1.736418,0.074075,4.59,18.767194
-0.005219,-0.487722,1.015999,-0.272599,0.218592,0.217069,0.22848,-0.427139,1.661245,1.530926,0.806576,0.402348,14.36,0.667194
-0.405321,-0.487722,-0.164408,-0.272599,-0.066472,-0.587863,0.160915,-0.626319,-0.408041,0.141134,-0.303094,-0.197841,15.37,-2.132806
-0.403956,-0.487722,-0.164408,-0.272599,-0.066472,-0.043644,0.555637,-0.731376,-0.408041,0.141134,-0.303094,0.351583,10.45,-4.032806
-0.412762,-0.487722,-1.034027,-0.272599,-0.386091,0.372357,-1.261508,-0.315047,-0.523001,-0.666608,-0.857929,0.375924,5.33,6.867194
-0.410435,1.443658,-1.123032,-0.272599,-1.016689,1.272741,-1.50332,1.276251,-0.523001,-0.060801,-1.505237,0.37077,2.87,13.867194
-0.407181,0.370669,-0.609431,-0.272599,-0.783454,0.36096,-0.351157,0.058212,-0.752922,-1.100176,0.066796,0.419781,7.73,1.867194
-0.09703,-0.487722,1.231945,-0.272599,2.732346,-1.968357,1.039261,-1.164247,-0.523001,-0.031105,-1.736418,0.441052,29.29,-10.732806
