0,1,2,3,4,5,6,7,y
-0.790432,0.678414,-0.847132,0.488805,-1.038944,0.070531,0.647908,180.000000,5.901667
1.855649,-0.856886,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,270.000000,6.313285
-0.872763,1.346339,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,365.000000,17.874418
-0.418027,1.897145,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,270.000000,2.590114
-0.418027,1.897145,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,28.000000,-5.738066
0.491443,0.795533,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,90.000000,1.904086
1.855649,-0.856886,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,90.000000,6.411190
-0.418027,1.897145,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,180.000000,0.434123
0.582390,-0.416241,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,90.000000,14.641465
1.400913,-0.306080,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,365.000000,7.880464
-0.418027,1.897145,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,365.000000,3.177548
0.946178,-0.856886,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,180.000000,17.286295
1.400913,-0.306080,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,90.000000,5.725162
1.400913,-0.306080,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,7.000000,-0.741434
0.649404,-0.856886,-0.847132,0.488805,-1.038944,0.953232,0.415805,3.000000,-20.768643
0.946178,0.244726,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,180.000000,4.941227
-0.418027,1.897145,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,7.000000,-9.559832
0.946178,0.244726,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,7.000000,-2.994641
0.491443,0.795533,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,180.000000,3.961482
-0.872763,1.346339,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,180.000000,11.114106
-0.418027,1.897145,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,90.000000,-2.700925
0.218602,0.024404,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,90.000000,13.367314
-1.355261,1.571300,-0.847132,0.488805,-1.038944,0.953232,0.415805,7.000000,-21.228524
-0.790432,0.678414,-0.847132,0.488805,-1.038944,0.070531,0.647908,7.000000,-21.179571
1.855649,-0.856886,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,365.000000,6.116784
-0.790432,0.678414,-0.847132,0.488805,-1.038944,0.070531,0.647908,3.000000,-26.686416
0.218602,0.024404,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,180.000000,15.130993
0.491443,0.795533,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,28.000000,-2.798830
0.218602,0.024404,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,270.000000,18.560447
-0.145186,0.465049,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,270.000000,15.914927
0.276042,-0.856886,-0.847132,0.488805,-1.038944,-0.024687,0.961124,3.000000,-25.951434
-0.872763,1.346339,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,270.000000,14.837276
-0.145186,0.465049,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,180.000000,12.877786
0.582390,-0.416241,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,270.000000,19.246475
-1.355261,1.571300,-0.847132,0.488805,-1.038944,0.953232,0.415805,360.000000,8.880204
0.491443,0.795533,-0.847132,2.175367,-1.038944,-0.526514,-2.240913,7.000000,-5.542255
-0.872763,1.346339,-0.847132,2.175367,-1.038944,-0.526514,-1.292531,28.000000,5.039133
1.951382,-0.856886,-0.847132,-1.666246,-1.038944,1.892548,0.329701,28.000000,36.170353
0.888738,1.337062,-0.847132,-0.537187,0.652680,-0.602431,-0.210627,3.000000,-1.419878
0.307634,2.183565,-0.847132,-0.284203,0.401449,0.951945,-2.018792,3.000000,-7.018423
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,3.000000,-2.419618
1.376980,0.375760,-0.847132,-1.413262,2.076325,-0.475045,0.375873,3.000000,0.483076
0.898311,0.230811,-0.847132,-2.575116,2.880266,-1.554615,2.733101,3.000000,-6.818475
1.855649,0.520709,-0.847132,-0.021848,0.451695,-1.554615,0.098845,3.000000,1.979238
1.798208,0.502156,-0.847132,-2.050408,4.354156,-1.554615,0.835089,3.000000,4.378615
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,3.000000,-2.419618
1.028509,0.269078,-0.847132,-1.108744,0.987656,-1.554615,1.898275,3.000000,-7.721689
2.394629,-0.856886,-0.847132,-1.863012,3.684206,-1.554615,1.498956,3.000000,5.481777
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,3.000000,-2.419618
0.360288,1.607247,-0.847132,-1.211812,1.356128,-1.554615,1.332990,3.000000,-10.617488
1.154878,0.241248,-0.847132,-1.600658,0.870414,-0.336077,0.979842,3.000000,5.281829
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,3.000000,-0.516665
0.407197,2.422441,-0.847132,0.104644,0.686178,-0.388833,-1.418566,3.000000,-7.521741
0.941392,0.896417,-0.847132,-1.296140,1.624109,2.076551,-2.103647,3.000000,-7.218371
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,3.000000,-0.516665
0.049153,1.472734,-0.847132,-1.727150,0.836917,0.407656,0.375873,3.000000,-11.417280
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,3.000000,-0.516665
1.511007,1.195592,-0.847132,0.207711,0.820168,-1.132566,-0.819588,3.000000,3.482296
1.040955,1.334743,-0.847132,-1.670931,2.645783,-0.363099,-0.221858,3.000000,4.778511
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,3.000000,-0.516665
0.543139,1.334743,-0.847132,-0.312312,0.552188,-0.363099,-0.221858,3.000000,-11.720650
0.888738,1.337062,-0.847132,-0.537187,0.652680,-0.602431,-0.210627,7.000000,10.383951
0.307634,2.183565,-0.847132,-0.284203,0.401449,0.951945,-2.018792,7.000000,6.977939
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,7.000000,13.383172
1.376980,0.375760,-0.847132,-1.413262,2.076325,-0.475045,0.375873,7.000000,10.983795
0.898311,0.230811,-0.847132,-2.575116,2.880266,-1.554615,2.733101,7.000000,9.880633
1.855649,0.520709,-0.847132,-0.021848,0.451695,-1.554615,0.098845,7.000000,19.781509
1.798208,0.502156,-0.847132,-2.050408,4.354156,-1.554615,0.835089,7.000000,19.078243
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,7.000000,13.383172
1.028509,0.269078,-0.847132,-1.108744,0.987656,-1.554615,1.898275,7.000000,-0.916561
2.394629,-0.856886,-0.847132,-1.863012,3.684206,-1.554615,1.498956,7.000000,11.080322
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,7.000000,13.383172
0.360288,1.607247,-0.847132,-1.211812,1.356128,-1.554615,1.332990,7.000000,-2.419618
1.154878,0.241248,-0.847132,-1.600658,0.870414,-0.336077,0.979842,7.000000,18.278451
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,7.000000,20.077983
0.407197,2.422441,-0.847132,0.104644,0.686178,-0.388833,-1.418566,7.000000,13.983016
0.941392,0.896417,-0.847132,-1.296140,1.624109,2.076551,-2.103647,7.000000,11.280270
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,7.000000,20.077983
0.049153,1.472734,-0.847132,-1.727150,0.836917,0.407656,0.375873,7.000000,2.179187
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,7.000000,20.077983
1.511007,1.195592,-0.847132,0.207711,0.820168,-1.132566,-0.819588,7.000000,20.277932
1.040955,1.334743,-0.847132,-1.670931,2.645783,-0.363099,-0.221858,7.000000,23.277152
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,7.000000,-12.920338
0.543139,1.334743,-0.847132,-0.312312,0.552188,-0.363099,-0.221858,7.000000,-0.716613
0.888738,1.337062,-0.847132,-0.537187,0.652680,-0.602431,-0.210627,28.000000,25.276633
0.307634,2.183565,-0.847132,-0.284203,0.401449,0.951945,-2.018792,28.000000,23.980418
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,28.000000,24.476840
1.376980,0.375760,-0.847132,-1.413262,2.076325,-0.475045,0.375873,28.000000,25.979898
0.898311,0.230811,-0.847132,-2.575116,2.880266,-1.554615,2.733101,28.000000,20.877776
1.855649,0.520709,-0.847132,-0.021848,0.451695,-1.554615,0.098845,28.000000,32.481657
1.798208,0.502156,-0.847132,-2.050408,4.354156,-1.554615,0.835089,28.000000,31.082020
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,28.000000,24.476840
1.028509,0.269078,-0.847132,-1.108744,0.987656,-1.554615,1.898275,28.000000,14.879334
2.394629,-0.856886,-0.847132,-1.863012,3.684206,-1.554615,1.498956,28.000000,20.581301
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,28.000000,24.476840
0.360288,1.607247,-0.847132,-1.211812,1.356128,-1.554615,1.332990,28.000000,19.678087
1.154878,0.241248,-0.847132,-1.600658,0.870414,-0.336077,0.979842,28.000000,32.681605
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,28.000000,35.480877
0.407197,2.422441,-0.847132,0.104644,0.686178,-0.388833,-1.418566,28.000000,38.879994
0.941392,0.896417,-0.847132,-1.296140,1.624109,2.076551,-2.103647,28.000000,16.382392
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,28.000000,35.480877
0.049153,1.472734,-0.847132,-1.727150,0.836917,0.407656,0.375873,28.000000,31.881813
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,28.000000,35.480877
1.511007,1.195592,-0.847132,0.207711,0.820168,-1.132566,-0.819588,28.000000,30.178807
1.040955,1.334743,-0.847132,-1.670931,2.645783,-0.363099,-0.221858,28.000000,38.680046
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,28.000000,35.480877
0.543139,1.334743,-0.847132,-0.312312,0.552188,-0.363099,-0.221858,28.000000,14.079542
0.888738,1.337062,-0.847132,-0.537187,0.652680,-0.602431,-0.210627,56.000000,27.579482
0.307634,2.183565,-0.847132,-0.284203,0.401449,0.951945,-2.018792,56.000000,29.082540
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,56.000000,28.482696
1.376980,0.375760,-0.847132,-1.413262,2.076325,-0.475045,0.375873,56.000000,29.082540
0.898311,0.230811,-0.847132,-2.575116,2.880266,-1.554615,2.733101,56.000000,24.380314
1.855649,0.520709,-0.847132,-0.021848,0.451695,-1.554615,0.098845,56.000000,36.480618
1.798208,0.502156,-0.847132,-2.050408,4.354156,-1.554615,0.835089,56.000000,33.481397
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,56.000000,28.482696
1.028509,0.269078,-0.847132,-1.108744,0.987656,-1.554615,1.898275,56.000000,19.381613
2.394629,-0.856886,-0.847132,-1.863012,3.684206,-1.554615,1.498956,56.000000,22.980677
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,56.000000,28.482696
0.360288,1.607247,-0.847132,-1.211812,1.356128,-1.554615,1.332990,56.000000,30.282228
1.154878,0.241248,-0.847132,-1.600658,0.870414,-0.336077,0.979842,56.000000,37.880254
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,56.000000,41.479319
0.407197,2.422441,-0.847132,0.104644,0.686178,-0.388833,-1.418566,56.000000,44.382012
0.941392,0.896417,-0.847132,-1.296140,1.624109,2.076551,-2.103647,56.000000,19.078243
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,56.000000,41.479319
0.049153,1.472734,-0.847132,-1.727150,0.836917,0.407656,0.375873,56.000000,37.176988
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,56.000000,41.479319
1.511007,1.195592,-0.847132,0.207711,0.820168,-1.132566,-0.819588,56.000000,35.880773
1.040955,1.334743,-0.847132,-1.670931,2.645783,-0.363099,-0.221858,56.000000,43.582220
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,56.000000,41.479319
0.543139,1.334743,-0.847132,-0.312312,0.552188,-0.363099,-0.221858,56.000000,24.076944
0.888738,1.337062,-0.847132,-0.537187,0.652680,-0.602431,-0.210627,91.000000,29.082540
0.307634,2.183565,-0.847132,-0.284203,0.401449,0.951945,-2.018792,91.000000,30.778651
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,91.000000,29.379015
1.376980,0.375760,-0.847132,-1.413262,2.076325,-0.475045,0.375873,91.000000,30.882072
0.898311,0.230811,-0.847132,-2.575116,2.880266,-1.554615,2.733101,91.000000,26.683164
1.855649,0.520709,-0.847132,-0.021848,0.451695,-1.554615,0.098845,91.000000,38.376677
1.798208,0.502156,-0.847132,-2.050408,4.354156,-1.554615,0.835089,91.000000,34.881033
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,91.000000,29.379015
1.028509,0.269078,-0.847132,-1.108744,0.987656,-1.554615,1.898275,91.000000,21.780989
2.394629,-0.856886,-0.847132,-1.863012,3.684206,-1.554615,1.498956,91.000000,23.380574
1.376980,0.375760,-0.847132,-1.314879,1.724601,-1.554615,1.416597,91.000000,29.379015
0.360288,1.607247,-0.847132,-1.211812,1.356128,-1.554615,1.332990,91.000000,32.281709
1.154878,0.241248,-0.847132,-1.600658,0.870414,-0.336077,0.979842,91.000000,39.679786
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,91.000000,43.478799
0.941392,0.896417,-0.847132,-1.296140,1.624109,2.076551,-2.103647,91.000000,20.677828
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,91.000000,43.478799
0.049153,1.472734,-0.847132,-1.727150,0.836917,0.407656,0.375873,91.000000,40.982896
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,91.000000,43.478799
1.511007,1.195592,-0.847132,0.207711,0.820168,-1.132566,-0.819588,91.000000,37.480358
1.040955,1.334743,-0.847132,-1.670931,2.645783,-0.363099,-0.221858,91.000000,46.781389
0.779602,1.334743,-0.847132,-0.780801,0.903912,-0.363099,-0.221858,91.000000,43.478799
0.543139,1.334743,-0.847132,-0.312312,0.552188,-0.363099,-0.221858,91.000000,31.978339
-0.562968,-0.856886,0.664154,0.361844,-0.291950,-0.075127,1.207204,3.000000,-24.241534
-0.562968,-0.856886,0.664154,0.361844,-0.291950,-0.075127,1.207204,14.000000,-11.369017
-0.562968,-0.856886,0.664154,0.361844,-0.291950,-0.075127,1.207204,28.000000,-10.927752
-0.562968,-0.856886,0.664154,0.361844,-0.291950,-0.075127,1.207204,56.000000,-6.370316
-0.562968,-0.856886,0.664154,0.361844,-0.291950,-0.075127,1.207204,100.000000,4.895722
-0.453353,-0.856886,0.631480,0.764745,-0.274028,-0.332989,0.980591,3.000000,-25.434327
-0.453353,-0.856886,0.631480,0.764745,-0.274028,-0.332989,0.980591,14.000000,-13.678761
-0.453353,-0.856886,0.631480,0.764745,-0.274028,-0.332989,0.980591,28.000000,-12.982391
-0.453353,-0.856886,0.631480,0.764745,-0.274028,-0.332989,0.980591,56.000000,-8.156059
-0.453353,-0.856886,0.631480,0.764745,-0.274028,-0.332989,0.980591,100.000000,-1.261299
-0.827959,-0.856886,0.724343,-0.747070,0.213863,0.430817,1.651197,3.000000,-23.365899
-0.827959,-0.856886,0.724343,-0.747070,0.213863,0.430817,1.651197,14.000000,-10.831226
-0.827959,-0.856886,0.724343,-0.747070,0.213863,0.430817,1.651197,28.000000,-10.093486
-0.827959,-0.856886,0.724343,-0.747070,0.213863,0.430817,1.651197,56.000000,-1.854248
-0.827959,-0.856886,0.724343,-0.747070,0.213863,0.430817,1.651197,100.000000,1.524184
-0.866253,-0.856886,1.113303,-0.910104,0.262434,1.506528,0.379741,3.000000,-20.773470
-0.866253,-0.856886,1.113303,-0.910104,0.262434,1.506528,0.379741,14.000000,-14.754344
-0.866253,-0.856886,1.113303,-0.910104,0.262434,1.506528,0.379741,28.000000,-9.417800
-0.866253,-0.856886,1.113303,-0.910104,0.262434,1.506528,0.379741,56.000000,-0.475296
-0.866253,-0.856886,1.113303,-0.910104,0.262434,1.506528,0.379741,100.000000,4.750932
-0.661478,-0.856886,1.054209,-0.058859,-0.085940,1.089626,0.071642,3.000000,-23.345215
-0.661478,-0.856886,1.054209,-0.058859,-0.085940,1.089626,0.071642,14.000000,-14.899134
-0.661478,-0.856886,1.054209,-0.058859,-0.085940,1.089626,0.071642,28.000000,-10.913963
-0.661478,-0.856886,1.054209,-0.058859,-0.085940,1.089626,0.071642,56.000000,-1.612931
-0.661478,-0.856886,1.054209,-0.058859,-0.085940,1.089626,0.071642,100.000000,3.792560
-0.490115,-0.856886,1.002462,0.651371,-0.263477,0.726766,-0.187042,3.000000,-25.785960
-0.490115,-0.856886,1.002462,0.651371,-0.263477,0.726766,-0.187042,14.000000,-15.733400
-0.490115,-0.856886,1.002462,0.651371,-0.263477,0.726766,-0.187042,28.000000,-11.334543
-0.490115,-0.856886,1.002462,0.651371,-0.263477,0.726766,-0.187042,56.000000,-4.281204
-0.490115,-0.856886,1.002462,0.651371,-0.263477,0.726766,-0.187042,100.000000,-0.475296
-0.869508,-0.856886,1.109864,-0.923691,0.615833,1.482080,0.362021,3.000000,-26.372015
-0.869508,-0.856886,1.109864,-0.923691,0.615833,1.482080,0.362021,14.000000,-13.099602
-0.869508,-0.856886,1.109864,-0.923691,0.615833,1.482080,0.362021,28.000000,-7.349372
-0.869508,-0.856886,1.109864,-0.923691,0.615833,1.482080,0.362021,56.000000,2.744557
-0.869508,-0.856886,1.109864,-0.923691,0.615833,1.482080,0.362021,100.000000,4.571668
-1.101662,-0.856886,1.705342,-0.239228,-0.286925,1.102493,0.081250,3.000000,-25.055115
-1.101662,-0.856886,1.705342,-0.239228,-0.286925,1.102493,0.081250,14.000000,-10.334803
-1.101662,-0.856886,1.705342,-0.239228,-0.286925,1.102493,0.081250,28.000000,-14.278606
-1.101662,-0.856886,1.705342,-0.239228,-0.286925,1.102493,0.081250,56.000000,-7.190792
-1.101662,-0.856886,1.705342,-0.239228,-0.286925,1.102493,0.081250,100.000000,-2.274828
-1.083855,-0.368930,1.714097,-2.802333,-0.080915,1.103780,0.081500,3.000000,-28.068126
-1.083855,-0.368930,1.714097,-2.802333,-0.080915,1.103780,0.081500,14.000000,-17.994881
-1.083855,-0.368930,1.714097,-2.802333,-0.080915,1.103780,0.081500,28.000000,-11.575860
-1.083855,-0.368930,1.714097,-2.802333,-0.080915,1.103780,0.081500,56.000000,-2.964304
-1.083855,-0.368930,1.714097,-2.802333,-0.080915,1.103780,0.081500,100.000000,3.413349
-0.645682,0.280094,-0.463956,0.006729,0.110021,1.195138,0.147263,3.000000,-17.822512
-0.645682,0.280094,-0.463956,0.006729,0.110021,1.195138,0.147263,14.000000,-5.432629
-0.645682,0.280094,-0.463956,0.006729,0.110021,1.195138,0.147263,28.000000,9.887528
-0.645682,0.280094,-0.463956,0.006729,0.110021,1.195138,0.147263,56.000000,14.955177
-0.645682,0.280094,-0.463956,0.006729,0.110021,1.195138,0.147263,100.000000,18.085398
-0.645299,0.280210,-0.463800,0.008135,0.074848,1.197711,0.149010,3.000000,-22.635055
-0.645299,0.280210,-0.463800,0.008135,0.074848,1.197711,0.149010,14.000000,-17.981092
-0.645299,0.280210,-0.463800,0.008135,0.074848,1.197711,0.149010,28.000000,4.413089
-0.645299,0.280210,-0.463800,0.008135,0.074848,1.197711,0.149010,56.000000,11.314744
-0.645299,0.280210,-0.463800,0.008135,0.074848,1.197711,0.149010,100.000000,14.155385
-0.492891,-0.856886,1.000117,0.640127,-0.012245,0.710039,-0.199021,3.000000,-22.462686
-0.492891,-0.856886,1.000117,0.640127,-0.012245,0.710039,-0.199021,14.000000,-13.499498
-0.492891,-0.856886,1.000117,0.640127,-0.012245,0.710039,-0.199021,28.000000,-11.279385
-0.492891,-0.856886,1.000117,0.640127,-0.012245,0.710039,-0.199021,56.000000,-4.467362
-0.492891,-0.856886,1.000117,0.640127,-0.012245,0.710039,-0.199021,100.000000,5.040512
-0.412762,-0.856886,0.624132,0.238632,0.133469,-0.296060,0.916326,3.000000,-15.885085
-0.412762,-0.856886,0.624132,0.238632,0.133469,-0.296060,0.916326,14.000000,-10.127960
-0.412762,-0.856886,0.624132,0.238632,0.133469,-0.296060,0.916326,28.000000,-5.584313
-0.412762,-0.856886,0.624132,0.238632,0.133469,-0.296060,0.916326,56.000000,3.771876
-0.412762,-0.856886,0.624132,0.238632,0.133469,-0.296060,0.916326,100.000000,8.480997
-0.298360,-0.856886,0.648833,0.274237,-0.112738,-0.206632,1.093024,3.000000,-22.000737
-0.298360,-0.856886,0.648833,0.274237,-0.112738,-0.206632,1.093024,14.000000,-10.900173
-0.298360,-0.856886,0.648833,0.274237,-0.112738,-0.206632,1.093024,28.000000,-6.597843
-0.298360,-0.856886,0.648833,0.274237,-0.112738,-0.206632,1.093024,56.000000,2.510135
-0.298360,-0.856886,0.648833,0.274237,-0.112738,-0.206632,1.093024,100.000000,6.529780
-0.657170,-0.856886,0.721998,-1.042218,0.419873,0.448831,1.622371,3.000000,-22.276527
-0.657170,-0.856886,0.721998,-1.042218,0.419873,0.448831,1.622371,14.000000,-9.507432
-0.657170,-0.856886,0.721998,-1.042218,0.419873,0.448831,1.622371,28.000000,-4.177782
-0.657170,-0.856886,0.721998,-1.042218,0.419873,0.448831,1.622371,56.000000,6.729728
-0.657170,-0.856886,0.721998,-1.042218,0.419873,0.448831,1.622371,100.000000,7.102045
-0.656692,-0.856886,0.722310,-1.040813,0.697902,0.397362,1.624867,3.000000,-22.483370
-0.656692,-0.856886,0.722310,-1.040813,0.697902,0.397362,1.624867,14.000000,-10.445119
-0.656692,-0.856886,0.722310,-1.040813,0.697902,0.397362,1.624867,28.000000,1.586237
-0.656692,-0.856886,0.722310,-1.040813,0.697902,0.397362,1.624867,56.000000,8.577524
-0.656692,-0.856886,0.722310,-1.040813,0.697902,0.397362,1.624867,100.000000,11.921482
-0.662148,-0.856886,1.103610,-1.057210,0.274159,1.447338,0.323961,3.000000,-16.298770
-0.662148,-0.856886,1.103610,-1.057210,0.274159,1.447338,0.323961,14.000000,-4.467362
-0.662148,-0.856886,1.103610,-1.057210,0.274159,1.447338,0.323961,28.000000,2.682504
-0.662148,-0.856886,1.103610,-1.057210,0.274159,1.447338,0.323961,56.000000,9.267000
-0.662148,-0.856886,1.103610,-1.057210,0.274159,1.447338,0.323961,100.000000,11.997325
-0.473074,-0.856886,1.054209,-0.356350,0.086572,1.074185,0.060785,3.000000,-20.380468
-0.473074,-0.856886,1.054209,-0.356350,0.086572,1.074185,0.060785,14.000000,-9.045483
-0.473074,-0.856886,1.054209,-0.356350,0.086572,1.074185,0.060785,28.000000,-2.088670
-0.473074,-0.856886,1.054209,-0.356350,0.086572,1.074185,0.060785,56.000000,6.881413
-0.473074,-0.856886,1.054209,-0.356350,0.086572,1.074185,0.060785,100.000000,10.018529
-0.285245,-0.856886,1.001836,0.322491,-0.075891,0.713899,-0.197774,3.000000,-18.594725
-0.285245,-0.856886,1.001836,0.322491,-0.075891,0.713899,-0.197774,14.000000,-5.887683
-0.285245,-0.856886,1.001836,0.322491,-0.075891,0.713899,-0.197774,28.000000,-6.163473
-0.285245,-0.856886,1.001836,0.322491,-0.075891,0.713899,-0.197774,56.000000,1.151867
-0.285245,-0.856886,1.001836,0.322491,-0.075891,0.713899,-0.197774,100.000000,7.763942
-0.285245,-0.856886,1.001836,0.322491,0.024602,0.713899,-0.197774,3.000000,-22.697108
-0.285245,-0.856886,1.001836,0.322491,0.024602,0.713899,-0.197774,14.000000,-11.389701
-0.285245,-0.856886,1.001836,0.322491,0.024602,0.713899,-0.197774,28.000000,-3.157358
-0.285245,-0.856886,1.001836,0.322491,0.024602,0.713899,-0.197774,56.000000,0.820919
-0.285245,-0.856886,1.001836,0.322491,0.024602,0.713899,-0.197774,100.000000,8.391365
-0.955285,-0.856886,1.763811,-0.561080,0.227262,1.063891,0.052674,3.000000,-22.193790
